,word,version,vid,vid_name
820,woman,1,5,0187.mp4
821,vomit,1,5,0187.mp4
822,floor,1,5,0187.mp4
823,lie,1,5,0187.mp4
824,flat,1,5,0187.mp4
825,disgust,1,5,0187.mp4
826,sick,1,5,0187.mp4
827,hangov,1,5,0187.mp4
828,weak,1,5,0187.mp4
829,unwel,1,5,0187.mp4
830,funer,1,5,0187.mp4
831,church,1,5,0187.mp4
832,woman,1,5,0187.mp4
833,vomit,1,5,0187.mp4
834,cri,1,5,0187.mp4
835,woman,1,5,0187.mp4
836,vomit,1,5,0187.mp4
837,floor,1,5,0187.mp4
838,flower,1,5,0187.mp4
839,sick,1,5,0187.mp4
840,woman,1,5,0187.mp4
841,vomit,1,5,0187.mp4
842,floor,1,5,0187.mp4
843,floor,1,5,0187.mp4
844,black-dress,1,5,0187.mp4
845,vomit,1,5,0187.mp4
846,food-poison,1,5,0187.mp4
